a#anti-helmíntico	anti-helmíntico	a	01165266
a#anti-séptico	anti-séptico	a	00622828
a#anticolinérgico	anticolinérgico	a	00061088
a#antiga	antiga	a	01728614
a#antigo	antigo	a	00669138
a#antigênico	antigênico	a	02630121
a#antimicrobiano	antimicrobiano	a	01165474
a#antinatural	antinatural	a	01570470
a#antipático	antipático	a	01587077
a#antiquado	antiquado	a	00669138 00974159
a#antisséptico	antisséptico	a	00622828
a#antitético	antitético	a	02065404
a#antiviral	antiviral	a	02605953
a#antiácido	antiácido	a	00623814
a#antropocêntrico	antropocêntrico	a	03135137
a#antropológico	antropológico	a	02907175
a#antropomorfo	antropomorfo	a	01259123
a#antropométrico	antropométrico	a	02629017
a#antropomórfico	antropomórfico	a	01259123
a#antropóide	antropóide	a	01259015 01260282
a#antárctico	antárctico	a	02444627
a#antônimo	antônimo	a	02381764
a#anual	anual	a	00678024 01969150
a#anunciado	anunciado	a	00687750
a#análogo	análogo	a	02071973 01221290
a#anárquico	anárquico	a	00600192
a#anão	anão	a	01393024
a#anémico	anémico	a	02324781 03041331
a#anêmico	anêmico	a	02324781 03041331
a#anónimo	anónimo	a	00120784 00120574 00236652
a#anóxico	anóxico	a	02627927
a#anômalo	anômalo	a	02066662 01596455
a#anônimo	anônimo	a	00120784 00120574 00236652
a#ao_estrangeiro	ao_estrangeiro	a	01037763
a#ao_vivo	ao_vivo	a	01422556
a#apagado	apagado	a	00041051
a#apaixonado	apaixonado	a	01465668
a#aparentado	aparentado	a	00566835
a#aparente	aparente	a	01117942 01873985
a#apartado	apartado	a	00542282
a#apavorado	apavorado	a	00078576
a#apavorante	apavorante	a	01126291
a#apegado	apegado	a	00160425
a#apenso	apenso	a	00447472
a#apertado	apertado	a	00476663
a#apetitoso	apetitoso	a	00133417
a#apical	apical	a	02440184
a#aplicado	aplicado	a	00754682 00863049
a#aplicável	aplicável	a	01975448
a#apnéico	apnéico	a	02633011
a#apocalíptico	apocalíptico	a	01882292
a#apográfico	apográfico	a	01916693
a#apoiado	apoiado	a	02352650
a#apolítico	apolítico	a	01815219
a#aposentado	aposentado	a	00035368
a#apostolar	apostolar	a	02859500
a#aprazível	aprazível	a	01807219 01801029
a#apreciado	apreciado	a	01378429
a#apreciativo	apreciativo	a	01146732
a#apreciável	apreciável	a	00624576
a#apreensivo	apreensivo	a	00079069 00822907
a#aprendido	aprendido	a	01637032
a#apressado	apressado	a	01270175 01270704
a#aprimorado	aprimorado	a	01749320
a#aprisionado	aprisionado	a	01065126
a#apropriado	apropriado	a	01879667 01020885 00138314 01370141 00852197
a#aprovado	aprovado	a	00179035
a#apto	apto	a	01020885 00138314
a#apático	apático	a	00876465 02281611 01342949
a#apétalo	apétalo	a	01776532
